,Release Group,Worldwide,Domestic,%,Foreign,%.1,Year
3065,Water for Elephants,"$117,094,902","$58,709,717",50.1%,"$58,385,185",49.9%,2011
3066,The Iron Lady,"$115,890,699","$30,017,992",25.9%,"$85,872,707",74.1%,2011
3067,Moneyball,"$110,206,216","$75,605,492",68.6%,"$34,600,724",31.4%,2011
3068,Insidious,"$99,557,032","$54,009,150",54.2%,"$45,547,882",45.8%,2011
3069,Justin Bieber: Never Say Never,"$99,036,827","$73,013,910",73.7%,"$26,022,917",26.3%,2011
3070,Paul,"$97,984,015","$37,412,945",38.2%,"$60,571,070",61.8%,2011
3071,Scream 4,"$97,138,686","$38,180,928",39.3%,"$58,957,758",60.7%,2011
3072,The Rite,"$96,560,591","$33,047,633",34.2%,"$63,512,958",65.8%,2011
3073,Dolphin Tale,"$95,932,565","$72,286,779",75.4%,"$23,645,786",24.6%,2011
3074,Nothing to Declare,"$93,811,164",-,-,"$93,811,164",100%,2011
3075,Season of the Witch,"$91,627,228","$24,827,228",27.1%,"$66,800,000",72.9%,2011
3076,Red Riding Hood,"$90,260,376","$37,662,162",41.7%,"$52,598,214",58.3%,2011
3077,Sucker Punch,"$89,792,502","$36,392,502",40.5%,"$53,400,000",59.5%,2011
3078,The Inbetweeners,"$88,823,111","$36,000",<0.1%,"$88,787,111",100%,2011
3079,The Lincoln Lawyer,"$86,752,352","$58,009,200",66.9%,"$28,743,152",33.1%,2011
3080,Hall Pass,"$86,157,237","$45,060,734",52.3%,"$41,096,503",47.7%,2011
3081,Spy Kids 4-D: All the Time in the World,"$85,564,310","$38,538,188",45%,"$47,026,122",55%,2011
3082,J. Edgar,"$84,920,539","$37,306,030",43.9%,"$47,614,509",56.1%,2011
3083,"Big Mommas: Like Father, Like Son","$82,686,066","$37,915,414",45.9%,"$44,770,652",54.1%,2011
3084,Abduction,"$82,087,155","$28,087,155",34.2%,"$54,000,000",65.8%,2011
3085,Tinker Tailor Soldier Spy,"$81,244,605","$24,149,393",29.7%,"$57,095,212",70.3%,2011
3086,Priest,"$78,309,505","$29,137,000",37.2%,"$49,172,505",62.8%,2011
3087,Drive,"$76,976,666","$35,061,555",45.5%,"$41,915,111",54.5%,2011
3088,The Ides of March,"$76,338,111","$40,962,534",53.7%,"$35,375,577",46.3%,2011
3089,The Mechanic,"$76,130,093","$29,121,498",38.3%,"$47,008,595",61.7%,2011
3090,The Change-Up,"$75,450,437","$37,081,475",49.1%,"$38,368,962",50.9%,2011
3091,Larry Crowne,"$75,055,070","$35,608,245",47.4%,"$39,446,825",52.6%,2011
3092,Diary of a Wimpy Kid: Rodrick Rules,"$72,526,996","$52,698,535",72.7%,"$19,828,461",27.3%,2011
3093,The Dilemma,"$69,721,966","$48,475,290",69.5%,"$21,246,676",30.5%,2011
3094,Something Borrowed,"$65,100,369","$39,046,489",60%,"$26,053,880",40%,2011
3095,The Darkest Hour,"$64,626,786","$21,443,494",33.2%,"$43,183,292",66.8%,2011
3096,Hanna,"$63,782,078","$40,259,119",63.1%,"$23,522,959",36.9%,2011
3097,Footloose 2011 Re-release,"$63,543,328","$51,802,742",81.5%,"$11,740,586",18.5%,2011
3098,Conan the Barbarian,"$63,523,283","$21,295,021",33.5%,"$42,228,262",66.5%,2011
3099,Colombiana,"$63,458,440","$36,665,854",57.8%,"$26,792,586",42.2%,2011
3100,From Up on Poppy Hill,"$61,459,425","$1,002,895",1.6%,"$60,456,530",98.4%,2011
3101,What a Beautiful Day,"$60,661,950",-,-,"$60,661,950",100%,2011
3102,One Day,"$59,389,433","$13,843,771",23.3%,"$45,545,662",76.7%,2011
3103,The Tree of Life,"$58,409,247","$13,303,319",22.8%,"$45,105,928",77.2%,2011
3104,Beginning of the Great Revival,"$58,309,289","$151,000",0.3%,"$58,158,289",99.7%,2011
3105,Killer Elite,"$57,084,522","$25,124,966",44%,"$31,959,556",56%,2011
3106,Gekijouban Tenpesuto 3D,"$57,082,491",-,-,"$57,082,491",100%,2011
3107,Silent Hill: Revelation,"$55,362,705","$17,529,157",31.7%,"$37,833,548",68.3%,2011
3108,Extremely Loud & Incredibly Close,"$55,247,881","$31,847,881",57.6%,"$23,400,000",42.4%,2011
3109,Madea's Big Happy Family,"$54,161,287","$53,345,287",98.5%,"$816,000",1.5%,2011
3110,A Ghost of a Chance,"$53,982,636",-,-,"$53,982,636",100%,2011
3111,Sseo-ni,"$51,116,421",-,-,"$51,116,421",100%,2011
3112,War of the Arrows,"$50,587,661","$251,200",0.5%,"$50,336,461",99.5%,2011
3113,Kokowääh,"$50,447,784",-,-,"$50,447,784",100%,2011
3114,Winnie the Pooh,"$49,871,429","$26,692,846",53.5%,"$23,178,583",46.5%,2011
3115,Arthur,"$48,147,945","$33,035,397",68.6%,"$15,112,548",31.4%,2011
3116,Soul Surfer,"$47,120,948","$43,853,424",93.1%,"$3,267,524",6.9%,2011
3117,The Debt,"$45,636,368","$31,177,548",68.3%,"$14,458,820",31.7%,2011
3118,Beastly,"$43,202,283","$27,865,571",64.5%,"$15,336,712",35.5%,2011
3119,Detective Conan: Quarter of Silence,"$42,808,575",-,-,"$42,808,575",100%,2011
3120,Shaolin,"$42,741,494","$66,099",0.2%,"$42,675,395",99.8%,2011
3121,Born to Be Wild,"$41,644,475","$25,978,556",62.4%,"$15,665,919",37.6%,2011
3122,Shark Night,"$41,363,927","$18,877,153",45.6%,"$22,486,774",54.4%,2011
3123,50/50,"$41,097,853","$35,014,192",85.2%,"$6,083,661",14.8%,2011
3124,Fright Night,"$41,002,607","$18,302,607",44.6%,"$22,700,000",55.4%,2011
3125,Drive Angry,"$40,909,909","$10,721,033",26.2%,"$30,188,876",73.8%,2011
3126,30 Minutes or Less,"$40,662,632","$37,053,924",91.1%,"$3,608,708",8.9%,2011
3127,Gantz,"$40,568,961",-,-,"$40,568,961",100%,2011
3128,The Roommate,"$40,492,652","$37,300,000",92.1%,"$3,192,652",7.9%,2011
3129,SP: The Motion Picture II,"$40,255,101",-,-,"$40,255,101",100%,2011
3130,Dream House,"$39,984,400","$21,302,340",53.3%,"$18,682,060",46.7%,2011
3131,Monte Carlo,"$39,782,683","$23,186,769",58.3%,"$16,595,914",41.7%,2011
3132,Eiga Kaibutsukun,"$39,766,344",-,-,"$39,766,344",100%,2011
3133,Mars Needs Moms,"$39,233,678","$21,392,758",54.5%,"$17,840,920",45.5%,2011
3134,The Crown Jewels,"$39,000,000",-,-,"$39,000,000",100%,2011
3135,Don't Be Afraid of the Dark,"$38,269,529","$24,046,682",62.8%,"$14,222,847",37.2%,2011
3136,Jumping the Broom,"$38,158,601","$37,295,394",97.7%,"$863,207",2.3%,2011
3137,One for the Money,"$38,080,789","$26,414,527",69.4%,"$11,666,262",30.6%,2011
3138,The Eagle,"$37,989,684","$19,490,041",51.3%,"$18,499,643",48.7%,2011
3139,A Very Harold & Kumar Christmas,"$36,192,775","$35,061,031",96.9%,"$1,131,744",3.1%,2011
3140,Ra.One,"$35,911,689","$2,511,689",7%,"$33,400,000",93%,2011
3141,Courageous,"$35,185,884","$34,522,221",98.1%,"$663,663",1.9%,2011
3142,My Week with Marilyn,"$35,057,696","$14,600,347",41.6%,"$20,457,349",58.4%,2011
3143,The Sitter,"$34,942,188","$30,441,326",87.1%,"$4,500,862",12.9%,2011
3144,Jane Eyre,"$34,710,627","$11,242,660",32.4%,"$23,467,967",67.6%,2011
3145,The Skin I Live In,"$33,678,406","$3,185,812",9.5%,"$30,492,594",90.5%,2011
3146,Gantz: Perfect Answer,"$33,672,515",-,-,"$33,672,515",100%,2011
3147,Punch,"$33,556,725",-,-,"$33,556,725",100%,2011
3148,Detective K: Secret of Virtuous Widow,"$32,358,664",-,-,"$32,358,664",100%,2011
3149,Bodyguard,"$31,516,209","$1,834,384",5.8%,"$29,681,825",94.2%,2011
3150,The Thing,"$31,505,287","$16,928,670",53.7%,"$14,576,617",46.3%,2011
3151,I Don't Know How She Does It,"$31,410,151","$9,662,284",30.8%,"$21,747,867",69.2%,2011
3152,"All's Well, Ends Well 2011","$31,335,572",-,-,"$31,335,572",100%,2011
3153,Vysotsky. Thank You for Being Alive,"$31,016,553",-,-,"$31,016,553",100%,2011
3154,Silenced,"$30,996,130",-,-,"$30,996,130",100%,2011
3155,African Cats,"$30,857,747","$15,428,747",50%,"$15,429,000",50%,2011
3156,Carnage,"$30,722,632","$2,547,047",8.3%,"$28,175,585",91.7%,2011
3157,A Dangerous Method,"$30,519,436","$5,704,709",18.7%,"$24,814,727",81.3%,2011
3158,What's Your Number?,"$30,426,096","$14,011,084",46%,"$16,415,012",54%,2011
3159,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,"$30,236,973",-,-,"$30,236,973",100%,2011
3160,Eternal Moment,"$30,186,159",-,-,"$30,186,159",100%,2011
3161,The Rum Diary,"$30,134,958","$13,109,815",43.5%,"$17,025,143",56.5%,2011
3162,My Own Swordsman,"$30,082,188",-,-,"$30,082,188",100%,2011
3163,You Are the Apple of My Eye,"$29,843,025",-,-,"$29,843,025",100%,2011
3164,Torrente 4,"$29,737,384",-,-,"$29,737,384",100%,2011
3165,The Sorcerer and the White Snake,"$29,649,716",-,-,"$29,649,716",100%,2011
3166,Unfair: The Answer,"$29,166,054",-,-,"$29,166,054",100%,2011
3167,Dragon,"$29,140,858",-,-,"$29,140,858",100%,2011
3168,Yolki 2,"$28,719,002",-,-,"$28,719,002",100%,2011
3169,Your Highness,"$28,013,733","$21,596,445",77.1%,"$6,417,288",22.9%,2011
3170,Love Strikes!,"$27,707,149",-,-,"$27,707,149",100%,2011
3171,The Women on the 6th Floor,"$27,533,970","$719,823",2.6%,"$26,814,147",97.4%,2011
3172,Listy do M.,"$26,923,513",-,-,"$26,923,513",100%,2011
3173,A Monster in Paris,"$26,611,650",-,-,"$26,611,650",100%,2011
3174,Ivan Tsarevich & the Grey Wolf,"$26,420,475",-,-,"$26,420,475",100%,2011
3175,Apollo 18,"$26,236,153","$17,687,709",67.4%,"$8,548,444",32.6%,2011
3176,Our Idiot Brother,"$25,804,448","$24,816,118",96.2%,"$988,330",3.8%,2011
3177,Eyyvah Eyvah 2,"$24,792,348",-,-,"$24,792,348",100%,2011
3178,Ready,"$24,663,361","$955,148",3.9%,"$23,708,213",96.1%,2011
3179,In His Chart,"$23,384,864",-,-,"$23,384,864",100%,2011
3180,Warrior,"$23,308,615","$13,657,115",58.6%,"$9,651,500",41.4%,2011
3181,Hoodwinked Too! Hood vs. Evil,"$23,167,844","$10,143,779",43.8%,"$13,024,065",56.2%,2011
3182,Young Adult,"$22,939,027","$16,311,571",71.1%,"$6,627,456",28.9%,2011
3183,Andalucia: Revenge of the Goddess,"$22,929,221",-,-,"$22,929,221",100%,2011
3184,A Separation,"$22,926,076","$7,099,055",31%,"$15,827,021",69%,2011
3185,Qualunquemente,"$22,862,029",-,-,"$22,862,029",100%,2011
3186,Friends: Naki on the Monster Island,"$22,537,428",-,-,"$22,537,428",100%,2011
3187,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,"$22,313,925",-,-,"$22,313,925",100%,2011
3188,Gooische Vrouwen,"$22,194,574",-,-,"$22,194,574",100%,2011
3189,The Immature,"$21,858,834",-,-,"$21,858,834",100%,2011
3190,Pleasant Goat and Big Big Wolf 3,"$21,847,806",-,-,"$21,847,806",100%,2011
3191,Quick,"$21,561,934",-,-,"$21,561,934",100%,2011
3192,K-On! The Movie,"$21,434,003",-,-,"$21,434,003",100%,2011
3193,Red Dog,"$21,185,162",-,-,"$21,185,162",100%,2011
3194,Vicky and the Treasure of the Gods,"$20,796,153",-,-,"$20,796,153",100%,2011
3195,The Front Line,"$20,629,645","$11,018",<0.1%,"$20,618,627",99.9%,2011
3196,Polisse,"$20,590,872","$211,440",1%,"$20,379,432",99%,2011
3197,Hollywoo,"$20,587,850",-,-,"$20,587,850",100%,2011
3198,Scabbard Samurai,"$20,251,745",-,-,"$20,251,745",100%,2011
3199,Kaiji 2: The Ultimate Gambler,"$19,971,259",-,-,"$19,971,259",100%,2011
3200,The Avengers,"$1,518,812,988","$623,357,910",41%,"$895,455,078",59%,2012
3201,Skyfall,"$1,108,561,013","$304,360,277",27.5%,"$804,200,736",72.5%,2012
3202,The Dark Knight Rises,"$1,081,041,287","$448,139,099",41.5%,"$632,902,188",58.5%,2012
3203,The Hobbit: An Unexpected Journey,"$1,017,003,568","$303,003,568",29.8%,"$714,000,000",70.2%,2012
3204,Ice Age: Continental Drift,"$877,244,782","$161,321,843",18.4%,"$715,922,939",81.6%,2012
3205,The Twilight Saga: Breaking Dawn - Part 2,"$829,746,820","$292,324,737",35.2%,"$537,422,083",64.8%,2012
3206,The Amazing Spider-Man,"$757,930,663","$262,030,663",34.6%,"$495,900,000",65.4%,2012
3207,Madagascar 3: Europe's Most Wanted,"$746,921,274","$216,391,482",29%,"$530,529,792",71%,2012
3208,The Hunger Games,"$694,394,724","$408,010,692",58.8%,"$286,384,032",41.2%,2012
3209,Men in Black 3,"$624,026,776","$179,020,854",28.7%,"$445,005,922",71.3%,2012
3210,Life of Pi,"$609,016,565","$124,987,023",20.5%,"$484,029,542",79.5%,2012
3211,Ted,"$549,368,315","$218,815,487",39.8%,"$330,552,828",60.2%,2012
3212,Brave,"$538,983,207","$237,283,207",44%,"$301,700,000",56%,2012
3213,Wreck-It Ralph,"$471,222,889","$189,422,889",40.2%,"$281,800,000",59.8%,2012
3214,Les Misérables,"$441,809,770","$148,809,770",33.7%,"$293,000,000",66.3%,2012
3215,Django Unchained,"$425,368,238","$162,805,434",38.3%,"$262,562,804",61.7%,2012
3216,Prometheus,"$403,354,469","$126,477,084",31.4%,"$276,877,385",68.6%,2012
3217,Snow White and the Huntsman,"$396,592,829","$155,332,381",39.2%,"$241,260,448",60.8%,2012
3218,Taken 2,"$376,141,306","$139,854,287",37.2%,"$236,287,019",62.8%,2012
3219,Hotel Transylvania,"$358,375,603","$148,313,048",41.4%,"$210,062,555",58.6%,2012
3220,Titanic 2012 3D Release,"$350,449,521","$57,884,114",16.5%,"$292,565,407",83.5%,2012
3221,The Lorax,"$348,840,316","$214,030,500",61.4%,"$134,809,816",38.6%,2012
3222,Journey 2: The Mysterious Island,"$335,260,290","$103,860,290",31%,"$231,400,000",69%,2012
3223,The Expendables 2,"$314,975,955","$85,028,192",27%,"$229,947,763",73%,2012
3224,Rise of the Guardians,"$306,941,670","$103,412,758",33.7%,"$203,528,912",66.3%,2012
3225,Battleship,"$303,025,485","$65,422,625",21.6%,"$237,602,860",78.4%,2012
3226,Wrath of the Titans,"$301,970,083","$83,670,083",27.7%,"$218,300,000",72.3%,2012
3227,John Carter,"$284,139,100","$73,078,100",25.7%,"$211,061,000",74.3%,2012
3228,The Bourne Legacy,"$276,144,750","$113,203,870",41%,"$162,940,880",59%,2012
3229,Lincoln,"$275,293,450","$182,207,973",66.2%,"$93,085,477",33.8%,2012
3230,We're the Millers,"$269,994,119","$150,394,119",55.7%,"$119,600,000",44.3%,2012
3231,Dark Shadows,"$245,527,149","$79,727,149",32.5%,"$165,800,000",67.5%,2012
3232,Resident Evil: Retribution,"$240,159,255","$42,345,531",17.6%,"$197,813,724",82.4%,2012
3233,Silver Linings Playbook,"$236,412,453","$132,092,958",55.9%,"$104,319,495",44.1%,2012
3234,American Reunion,"$234,989,584","$57,011,521",24.3%,"$177,978,063",75.7%,2012
3235,Argo,"$232,325,503","$136,025,503",58.5%,"$96,300,000",41.5%,2012
3236,Jack Reacher,"$218,340,595","$80,070,736",36.7%,"$138,269,859",63.3%,2012
3237,Safe House,"$208,076,205","$126,373,434",60.7%,"$81,702,771",39.3%,2012
3238,21 Jump Street,"$201,585,328","$138,447,667",68.7%,"$63,137,661",31.3%,2012
3239,Total Recall,"$198,467,168","$58,877,969",29.7%,"$139,589,199",70.3%,2012
3240,The Impossible,"$198,087,212","$19,019,882",9.6%,"$179,067,330",90.4%,2012
3241,Lost in Thailand,"$197,757,387","$57,387",<0.1%,"$197,700,000",100%,2012
3242,The Vow,"$196,114,570","$125,014,030",63.7%,"$71,100,540",36.3%,2012
3243,Mirror Mirror,"$183,018,522","$64,935,167",35.5%,"$118,083,355",64.5%,2012
3244,The Dictator,"$179,379,533","$59,650,222",33.3%,"$119,729,311",66.7%,2012
3245,Looper,"$176,506,819","$66,486,205",37.7%,"$110,020,614",62.3%,2012
3246,Chinese Zodiac,"$170,525,083",-,-,"$170,525,083",100%,2012
3247,Magic Mike,"$167,739,368","$113,721,571",67.8%,"$54,017,797",32.2%,2012
3248,Flight,"$161,772,375","$93,772,375",58%,"$68,000,000",42%,2012
3249,Underworld: Awakening,"$160,112,671","$62,321,039",38.9%,"$97,791,632",61.1%,2012
3250,This Means War,"$156,491,279","$54,760,791",35%,"$101,730,488",65%,2012
3251,Paranormal Activity 4,"$142,802,657","$53,885,000",37.7%,"$88,917,657",62.3%,2012
3252,Step Up Revolution,"$140,470,746","$35,074,677",25%,"$105,396,069",75%,2012
3253,The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041",33.9%,"$90,424,115",66.1%,2012
3254,The Wind Rises,"$136,454,220","$5,209,580",3.8%,"$131,244,640",96.2%,2012
3255,Last Vegas,"$134,402,450","$63,914,167",47.6%,"$70,488,283",52.4%,2012
3256,Zero Dark Thirty,"$132,820,716","$95,720,716",72.1%,"$37,100,000",27.9%,2012
3257,Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.1%,"$80,789,928",60.9%,2012
3258,Cloud Atlas,"$130,482,868","$27,108,272",20.8%,"$103,374,596",79.2%,2012
3259,The Woman in Black,"$128,955,898","$54,333,290",42.1%,"$74,622,608",57.9%,2012
3260,Chronicle,"$126,636,097","$64,575,175",51%,"$62,060,922",49%,2012
3261,Walking with Dinosaurs 3D,"$126,546,518","$36,076,121",28.5%,"$90,470,397",71.5%,2012
3262,The Pirates! Band of Misfits,"$123,054,041","$31,051,126",25.2%,"$92,002,915",74.8%,2012
3263,Parental Guidance,"$119,772,232","$77,267,296",64.5%,"$42,504,936",35.5%,2012
3264,Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139",32.2%,"$78,952,441",67.8%,2012
3265,Pitch Perfect,"$115,350,426","$65,001,093",56.4%,"$50,349,333",43.6%,2012
3266,Hope Springs,"$114,281,051","$63,536,011",55.6%,"$50,745,040",44.4%,2012
3267,ParaNorman,"$107,139,399","$56,003,051",52.3%,"$51,136,348",47.7%,2012
3268,The Campaign,"$104,907,746","$86,907,746",82.8%,"$18,000,000",17.2%,2012
3269,Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382",42.3%,"$59,283,211",57.7%,2012
3270,Project X,"$102,731,865","$54,731,865",53.3%,"$48,000,000",46.7%,2012
3271,The Devil Inside,"$101,758,490","$53,261,944",52.3%,"$48,496,546",47.7%,2012
3272,The Lucky One,"$99,357,138","$60,457,138",60.8%,"$38,900,000",39.2%,2012
3273,Contraband,"$96,262,212","$66,528,000",69.1%,"$29,734,212",30.9%,2012
3274,Think Like a Man,"$96,070,507","$91,547,205",95.3%,"$4,523,302",4.7%,2012
3275,Masquerade,"$94,268,432","$922,921",1%,"$93,345,511",99%,2012
3276,Brave Hearts: Umizaru,"$91,884,352",-,-,"$91,884,352",100%,2012
3277,This Is 40,"$88,215,156","$67,544,505",76.6%,"$20,670,651",23.4%,2012
3278,The Thieves,"$87,126,367","$685,839",0.8%,"$86,440,528",99.2%,2012
3279,The Possession,"$85,446,075","$49,130,154",57.5%,"$36,315,921",42.5%,2012
3280,What to Expect When You're Expecting,"$84,384,002","$41,152,203",48.8%,"$43,231,799",51.2%,2012
3281,Savages,"$82,966,152","$47,382,068",57.1%,"$35,584,084",42.9%,2012
3282,Sinister,"$82,515,113","$48,086,903",58.3%,"$34,428,210",41.7%,2012
3283,Act of Valor,"$82,497,035","$70,012,847",84.9%,"$12,484,188",15.1%,2012
3284,Frankenweenie,"$81,491,068","$35,291,068",43.3%,"$46,200,000",56.7%,2012
3285,The Grey,"$79,781,695","$51,580,236",64.7%,"$28,201,459",35.3%,2012
3286,Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662",63.5%,"$28,221,033",36.5%,2012
3287,Thermae Romae,"$74,285,251",-,-,"$74,285,251",100%,2012
3288,One Piece Film Z,"$74,223,861",-,-,"$74,223,861",100%,2012
3289,To Rome with Love,"$73,244,881","$16,685,867",22.8%,"$56,559,014",77.2%,2012
3290,Here Comes the Boom,"$73,100,172","$45,290,318",62%,"$27,809,854",38%,2012
3291,Bayside Shakedown the Final,"$72,867,395",-,-,"$72,867,395",100%,2012
3292,The Cabin in the Woods,"$69,935,600","$42,073,277",60.2%,"$27,862,323",39.8%,2012
3293,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.3%,"$28,200,000",40.7%,2012
3294,Anna Karenina,"$68,929,150","$12,816,367",18.6%,"$56,112,783",81.4%,2012
3295,The Watch,"$68,267,862","$35,353,000",51.8%,"$32,914,862",48.2%,2012
3296,Moonrise Kingdom,"$68,263,166","$45,512,466",66.7%,"$22,750,700",33.3%,2012
3297,The Secret of the Gods,"$67,537,798",-,-,"$67,537,798",100%,2012
3298,Madea's Witness Protection,"$66,899,242","$65,653,242",98.1%,"$1,246,000",1.9%,2012
3299,Beauty and the Beast 2012 3D Release,"$62,767,829","$47,617,067",75.9%,"$15,150,762",24.1%,2012
3300,Astérix and Obélix: God Save Britannia,"$61,319,383",-,-,"$61,319,383",100%,2012
3301,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.3%,"$60,313,399",99.7%,2012
3302,Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1%,2012
3303,Rock of Ages,"$59,418,613","$38,518,613",64.8%,"$20,900,000",35.2%,2012
3304,That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%,2012
3305,The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.6%,"$4,157,767",7.4%,2012
3306,Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5%,2012
3307,End of Watch,"$55,078,146","$41,003,371",74.4%,"$14,074,775",25.6%,2012
3308,Wolf Children,"$55,045,228",-,-,"$55,045,228",100%,2012
3309,The Three Stooges,"$54,819,301","$44,338,224",80.9%,"$10,481,077",19.1%,2012
3310,The Five-Year Engagement,"$54,169,363","$28,835,528",53.2%,"$25,333,835",46.8%,2012
3311,Red Dawn,"$50,950,296","$44,806,783",87.9%,"$6,143,513",12.1%,2012
3312,Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%,2012
3313,"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.8%,"$16,164,814",32.2%,2012
3314,HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,-,"$50,146,474",100%,2012
3315,Tad: The Lost Explorer,"$49,490,859",-,-,"$49,490,859",100%,2012
3316,A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,-,"$49,261,830",100%,2012
3317,Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%,2012
3318,Man on a Ledge,"$47,636,031","$18,620,000",39.1%,"$29,016,031",60.9%,2012
3319,A Werewolf Boy,"$46,282,588","$342,922",0.7%,"$45,939,666",99.3%,2012
3320,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,-,"$46,180,706",100%,2012
3321,Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,-,"$46,008,255",100%,2012
3322,Detective Conan: The Eleventh Striker,"$44,369,456",-,-,"$44,369,456",100%,2012
3323,House at the End of the Street,"$44,287,131","$31,611,916",71.4%,"$12,675,215",28.6%,2012
3324,The Guilt Trip,"$41,863,726","$37,134,215",88.7%,"$4,729,511",11.3%,2012
3325,Safe,"$41,564,670","$17,142,080",41.2%,"$24,422,590",58.8%,2012
3326,Dredd,"$41,037,742","$13,414,714",32.7%,"$27,623,028",67.3%,2012
3327,La vérité si je mens! 3,"$40,928,635",-,-,"$40,928,635",100%,2012
3328,Always: Sunset on Third Street '64,"$40,923,305",-,-,"$40,923,305",100%,2012
3329,Chernobyl Diaries,"$38,390,020","$18,119,640",47.2%,"$20,270,380",52.8%,2012
3330,Killing Them Softly,"$37,930,465","$15,026,056",39.6%,"$22,904,409",60.4%,2012
3331,Rurouni Kenshin Part I: Origins,"$37,654,579",-,-,"$37,654,579",100%,2012
3332,The Tower,"$36,512,327",-,-,"$36,512,327",100%,2012
3333,Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.9%,2012
3334,Good Deeds,"$35,579,177","$35,025,791",98.4%,"$553,386",1.6%,2012
3335,Arbitrage,"$35,485,056","$7,919,574",22.3%,"$27,565,482",77.7%,2012
